-713	1	22 	550 	16 	
-712	12	7 	550 	12 	
-720	0	52 	550 	31 	
-709	1	85 	550 	23 	
-705	3	37 	550 	99 	
-170	20	52 	21 	0 	
-169	5	36 	21 	0 	
-170	20	61 	21 	0 	
387	0	28 	21 	6 	
-172	2	69 	21 	0 	
-163	3	67 	21 	1 	
-175	18	17 	21 	0 	
-168	1	33 	21 	0 	
-175	14	75 	21 	1 	
-170	14	20 	21 	0 	
-378	7	51 	87 	2 	
-369	11	74 	87 	1 	
-378	7	60 	87 	2 	
694	0	10 	87 	12 	
-379	0	56 	87 	3 	
-372	5	34 	87 	3 	
-372	8	14 	87 	0 	
-370	12	36 	87 	1 	
-388	0	65 	87 	1 	
-376	10	74 	87 	1 	
-495	9	35 	206 	16 	
-503	3	37 	206 	10 	
-495	9	44 	206 	6 	
610	2	4 	206 	30 	
-502	15	0 	206 	7 	
-468	0	50 	206 	3 	
-488	16	3 	206 	6 	
-499	7	81 	206 	3 	
-499	0	60 	206 	2 	
-494	5	42 	206 	9 	
-466	7	53 	335 	16 	
-469	10	37 	335 	15 	
-466	7	62 	335 	16 	
160	0	8 	335 	38 	
-468	13	34 	335 	13 	
-456	4	1 	335 	12 	
-464	1	2 	335 	13 	
-460	12	54 	335 	18 	
-476	0	80 	335 	15 	
-467	3	47 	335 	12 	
-658	17	0 	520 	13 	
-657	24	38 	520 	19 	
-654	17	5 	520 	55 	
27	1	12 	520 	101 	
-655	0	42 	520 	17 	
-647	0	49 	520 	63 	
-658	16	0 	520 	24 	
-658	0	36 	520 	22 	
-661	11	57 	520 	55 	
-657	5	69 	520 	12 	
-431	7	21 	50 	1 	
-444	23	64 	50 	1 	
-431	7	30 	50 	1 	
-442	4	1 	50 	0 	
896	5	0 	50 	50 	
-434	0	20 	50 	1 	
-439	15	27 	50 	0 	
-454	17	31 	50 	2 	
-448	12	31 	50 	1 	
-440	0	32 	50 	1 	
-480	13	60 	110 	9 	
-494	3	52 	110 	3 	
-480	13	69 	110 	9 	
-500	5	1 	110 	7 	
863	0	1 	110 	22 	
-490	4	51 	110 	1 	
-497	16	3 	110 	5 	
-508	2	3 	110 	2 	
-503	2	77 	110 	5 	
-497	5	23 	110 	4 	
-145	17	72 	62 	3 	
-145	28	33 	62 	1 	
-145	17	81 	62 	4 	
-154	17	93 	62 	6 	
183	0	10 	62 	20 	
-144	4	49 	62 	5 	
-147	0	38 	62 	1 	
-142	10	0 	62 	5 	
-151	2	1 	62 	2 	
-152	3	91 	62 	1 	
-409	15	26 	284 	9 	
-408	4	36 	284 	9 	
-409	15	35 	284 	7 	
-411	4	6 	284 	7 	
135	0	0 	284 	64 	
-407	2	9 	284 	8 	
-409	18	3 	284 	31 	
-415	4	48 	284 	42 	
-414	13	26 	284 	40 	
-409	5	77 	284 	8 	
-355	16	31 	281 	11 	
-357	27	60 	281 	14 	
-355	16	40 	281 	10 	
-351	5	15 	281 	10 	
1	0	21 	281 	46 	
-360	20	32 	281 	12 	
-361	12	72 	281 	5 	
-355	18	59 	281 	10 	
-355	14	14 	281 	19 	
-359	5	87 	281 	10 	
-300	14	57 	39 	0 	
-309	2	47 	39 	0 	
-300	14	66 	39 	0 	
-302	1	23 	39 	0 	
-318	12	5 	39 	0 	
699	2	2 	39 	1 	
-309	18	45 	39 	0 	
-316	0	38 	39 	0 	
-308	8	68 	39 	0 	
-304	6	23 	39 	0 	
-252	8	85 	61 	2 	
-257	4	64 	61 	3 	
-252	8	94 	61 	2 	
-260	6	5 	61 	2 	
-255	0	68 	61 	3 	
483	4	11 	61 	25 	
-265	14	21 	61 	3 	
-254	0	70 	61 	3 	
-267	0	90 	61 	5 	
-256	7	11 	61 	2 	
-390	14	77 	164 	7 	
-393	2	73 	164 	14 	
-390	14	86 	164 	7 	
-382	0	51 	164 	4 	
-393	8	67 	164 	9 	
485	1	4 	164 	23 	
-387	13	0 	164 	3 	
-392	0	77 	164 	7 	
-398	0	76 	164 	5 	
-379	6	6 	164 	11 	
-439	10	73 	311 	50 	
-439	4	51 	311 	21 	
-439	10	82 	311 	40 	
-445	0	65 	311 	6 	
-451	0	28 	311 	13 	
148	0	4 	311 	82 	
-440	15	14 	311 	14 	
-444	13	48 	311 	13 	
-446	13	49 	311 	38 	
-439	7	2 	311 	8 	
-326	12	70 	254 	11 	
-321	6	49 	254 	14 	
-324	24	0 	254 	12 	
-320	0	24 	254 	5 	
-323	1	3 	254 	6 	
4	0	0 	254 	89 	
-320	0	54 	254 	22 	
-323	9	74 	254 	12 	
-326	1	69 	254 	3 	
-318	6	22 	254 	84 	
-466	20	24 	56 	2 	
-473	3	40 	56 	2 	
-466	20	33 	56 	2 	
-447	0	30 	56 	1 	
-495	1	47 	56 	1 	
-458	16	64 	56 	4 	
999	0	20 	56 	27 	
-460	1	6 	56 	1 	
-489	13	23 	56 	6 	
-489	5	37 	56 	1 	
-385	18	56 	89 	2 	
-393	22	69 	89 	3 	
-385	18	65 	89 	2 	
-379	6	5 	89 	7 	
-414	1	47 	89 	2 	
-386	18	53 	89 	3 	
711	0	28 	89 	25 	
-378	4	0 	89 	4 	
-410	13	34 	89 	4 	
-405	9	57 	89 	0 	
-291	32	14 	128 	5 	
-291	20	71 	128 	2 	
-290	32	6 	128 	3 	
-277	3	10 	128 	10 	
-283	2	71 	128 	5 	
-276	1	45 	128 	6 	
375	0	3 	128 	64 	
-282	11	11 	128 	5 	
-288	13	0 	128 	1 	
-274	3	102 	128 	2 	
-308	18	59 	224 	13 	
-310	5	37 	224 	11 	
-308	18	68 	224 	13 	
-309	6	2 	224 	1 	
-318	16	11 	224 	10 	
-308	17	27 	224 	45 	
103	0	5 	224 	128 	
-309	4	98 	224 	4 	
-309	9	3 	224 	3 	
-308	9	69 	224 	46 	
-634	10	27 	508 	15 	
-644	3	4 	508 	22 	
-634	10	36 	508 	51 	
-632	3	5 	508 	9 	
-652	15	1 	508 	25 	
-632	4	66 	508 	80 	
20	1	2 	508 	149 	
-636	15	57 	508 	72 	
-636	11	47 	508 	61 	
-637	5	30 	508 	12 	
-355	10	82 	44 	2 	
-377	3	61 	44 	2 	
-368	11	70 	44 	3 	
-341	0	50 	44 	1 	
-362	1	46 	44 	2 	
-362	3	44 	44 	2 	
-365	17	1 	44 	3 	
784	0	22 	44 	10 	
-370	2	87 	44 	2 	
-365	5	37 	44 	3 	
-486	13	75 	110 	5 	
-492	2	18 	110 	4 	
-486	13	84 	110 	5 	
-488	3	76 	110 	1 	
-521	6	0 	110 	0 	
-492	13	27 	110 	0 	
-478	14	9 	110 	2 	
872	5	9 	110 	23 	
-506	11	47 	110 	2 	
-482	5	45 	110 	6 	
-482	17	76 	200 	10 	
-477	1	47 	200 	14 	
-483	17	81 	200 	11 	
-461	6	24 	200 	2 	
-484	1	43 	200 	11 	
-480	0	35 	200 	14 	
-471	0	26 	200 	5 	
593	3	3 	200 	13 	
-481	4	40 	200 	11 	
-471	4	2 	200 	9 	
-306	11	82 	226 	9 	
-310	25	29 	226 	4 	
-312	12	83 	226 	10 	
-297	18	80 	226 	9 	
-308	15	14 	226 	52 	
-301	0	45 	226 	6 	
-310	21	2 	226 	11 	
110	0	28 	226 	23 	
-309	15	44 	226 	15 	
-306	4	54 	226 	7 	
-786	6	70 	628 	9 	
-789	1	5 	628 	15 	
-784	20	1 	628 	20 	
-789	2	7 	628 	21 	
-796	13	4 	628 	39 	
-792	2	30 	628 	116 	
-794	10	53 	628 	14 	
22	0	2 	628 	107 	
-797	9	3 	628 	90 	
-782	3	8 	628 	60 	
-344	10	76 	39 	2 	
-352	4	43 	39 	1 	
-357	10	79 	39 	2 	
-337	1	44 	39 	1 	
-359	1	40 	39 	3 	
-346	3	31 	39 	1 	
-363	18	0 	39 	2 	
-349	9	7 	39 	2 	
703	3	28 	39 	39 	
-358	7	42 	39 	2 	
-370	10	72 	82 	1 	
-348	4	41 	82 	2 	
-377	18	46 	82 	3 	
-371	4	21 	82 	2 	
-386	19	35 	82 	1 	
-363	7	30 	82 	3 	
-374	19	2 	82 	2 	
-384	9	62 	82 	3 	
652	4	1 	82 	82 	
-380	11	27 	82 	1 	
-285	21	95 	118 	0 	
-276	5	28 	118 	4 	
-287	8	55 	118 	6 	
-289	18	12 	118 	13 	
-282	1	77 	118 	2 	
-280	7	64 	118 	3 	
-293	12	79 	118 	5 	
-290	7	89 	118 	0 	
347	0	0 	118 	118 	
-286	10	50 	118 	9 	
-475	10	47 	330 	14 	
-469	2	38 	330 	13 	
-475	10	56 	330 	13 	
-476	1	51 	330 	9 	
-480	1	85 	330 	14 	
-472	0	59 	330 	10 	
-484	14	20 	330 	13 	
-473	2	3 	330 	40 	
152	0	20 	330 	330 	
-467	6	52 	330 	27 	
-318	11	55 	253 	6 	
-308	3	91 	253 	8 	
-316	19	1 	253 	7 	
-318	1	24 	253 	6 	
-322	15	18 	253 	3 	
-308	4	46 	253 	8 	
-315	1	0 	253 	6 	
-320	19	62 	253 	54 	
-2	2	10 	253 	253 	
-316	10	84 	253 	65 	
-159	12	102 	20 	0 	
-156	0	71 	20 	0 	
-159	12	111 	20 	0 	
-160	19	43 	20 	0 	
-160	0	67 	20 	2 	
-154	3	23 	20 	0 	
-158	19	0 	20 	0 	
-157	17	75 	20 	2 	
-165	13	69 	20 	0 	
358	0	4 	20 	1 	
-179	9	68 	42 	1 	
-179	6	32 	42 	2 	
-179	9	77 	42 	1 	
-186	1	18 	42 	3 	
-185	21	35 	42 	1 	
-179	5	36 	42 	0 	
-185	25	4 	42 	4 	
-187	1	27 	42 	2 	
-181	15	77 	42 	0 	
338	0	16 	42 	24 	
-382	8	75 	163 	5 	
-385	3	43 	163 	9 	
-383	8	79 	163 	7 	
-378	14	78 	163 	6 	
-390	11	58 	163 	5 	
-375	3	46 	163 	6 	
-384	17	2 	163 	26 	
-388	2	70 	163 	3 	
-392	6	83 	163 	6 	
483	0	8 	163 	6 	
-227	8	65 	165 	7 	
-226	7	35 	165 	9 	
-227	8	74 	165 	7 	
-226	5	64 	165 	5 	
-225	22	6 	165 	4 	
-220	5	1 	165 	7 	
-220	25	16 	165 	6 	
-226	0	50 	165 	8 	
-227	11	0 	165 	4 	
80	0	5 	165 	7 	
-515	22	0 	410 	35 	
-517	2	63 	410 	12 	
-513	22	8 	410 	36 	
-524	0	41 	410 	16 	
-535	15	3 	410 	11 	
-521	4	78 	410 	19 	
-522	14	20 	410 	27 	
-527	23	66 	410 	9 	
-525	0	78 	410 	40 	
21	0	27 	410 	101 	
